name,location,phone,email,website,curriculum,languages,age_groups,schools_served
South Vancouver Community Montessori Daycare,2325 East 54th Avenue,604-568-1515,lucytwinklestar@hotmail.com,,Montessori,English,2.5 - 5 yrs,
Spare Time Bobolink,2421 Scarboro Avenue,604-325-5733,info@sparetimesociety.org,sparetimesociety.org,,English; Cantonese,5 - 12 yrs,Oppenheimer
Spare Time Challenge Club,6901 Elliott Street,604-325-1010,info@sparetimesociety.org,sparetimesociety.org,,English,5 - 12 yrs,Kingsford-Smith
Spare Time Clubhouse,4251 Ontario Street,604-875-1818,info@sparetimesociety.org,sparetimesociety.org,,English,5 - 12 yrs,Wolfe
Spare Time Connection,315 East 23rd Avenue,604-875-1331,cindy@sparetimesociety.org,sparetimesociety.org,,English,5 - 12 yrs,Livingston
Spare Time Fun Centre (School Age Care on School Grounds),1338 West 67th Avenue,604-261-6612,info.stfc.childcare@gmail.com,sparetimefuncentre.com,,English,5 - 12 yrs,Lloyd George; Maple Grove
Spare Time Fun Centre Preschool,202-8585 Hudson Street,604-830-4766,info.stfc.childcare@gmail.com,sparetimefuncentre.com,,English; Mandarin; Cantonese,2.5 - 5 yrs,Lloyd George
Spare Time II,7350 Laurel Street,604-713-4930,sparetimeii@sparetimesociety.org,sparetimesociety.org,,English,5 - 12 yrs,Laurier
Spare Time Treehouse,315 East 23rd Avenue,604-875-1332,alona@sparetimesociety.org,sparetimesociety.org,,English,2.5 - 5 yrs,
Sprouts Learning Academy,4000 West 41 Avenue,604-454-8369,info@sproutsacademy.ca,sproutsacademy.ca/,,English,2.5 - 5 yrs,
SSOCC Southlands Multi-age Daycare,6426 Dunbar Street,604-362-7928,registration@alderwoodhouse.com,alderwoodhouse.com/,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
St. Casimir's Day Care Centre,4255 Inverness Street,604-876-1156,kasiab@telus.net,,Play Based,English; Mandarin; Cantonese; Polish,2.5 - 5 yrs,
St. Francis of Assisi Preschool,2025 Napier Street,604-255-9839,preschool@sfaschool.ca,sfaschool.ca,Religious,English; Italian,2.5 - 5 yrs,
St. Francis Xavier Montessori Child Care Centre - Daycare,428 Great Northern Way,604-254-2714,sfxchildcarecentre@gmail.com,,Montessori 117,English,2.5 - 5 yrs,
St. Francis Xavier Montessori Preschool,428 Great Northern Way,604-254-2714,sfxchildcarecentre@gmail.com,,Montessori ext.117,English; Mandarin; Cantonese,2.5 - 5 yrs,
St. Giles Preschool,3737 West 27th Ave,604-325-0114,,stgilespreschool.ca/about/,,English,2.5 - 5 yrs,
St. James Day Care Center,3214 West 10th Avenue,604-733-1821,teachers@stjamesdaycare.com,stjamesdaycare.com,Play Based,English; Japanese; Cantonese,2.5 - 5 yrs,
St. John's Preschool,2215 West 10th Avenue,604-732-4434,admissions@stjohns.bc.ca,,,English,2.5 - 5 yrs,
St. Patrick's Preschool,2850 Quebec Street,604-879-4411,rachelreade@spev.ca,,Play Based,English,2.5 - 5 yrs,
St. Patrick's School After School Care,2850 Quebec Street,604-879-4411,josephinecabanting@spev.ca,spev.ca,Religious,English,5 - 12 yrs,St. Patrick's
Star Child Care,,604-251-3550,,,,English; Urdu; Punjabi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Starlet Academy In-Home Multi-Age Child Care,2135 Newport Avenue,236-869-1331,starlet.daycare@gmail.com,,,English,2.5 - 5 yrs,
Stellers Jay Academy (3-5 Program),8280 Ross Street,604-325-1300,info@stellersjayacademy.com,stellersjayacademy.com/,,English,2.5 - 5 yrs,
Stellers Jay Academy (Infant/Toddler),8280 Ross Street,604-325-1300,info@stellersjayacademy.com,stellersjayacademy.com/,,English,0 - 18 mo; 19 - 36 mo,
Stepping Stone Preschool,7284 Cypress Street,604-261-4315,admin@steppingstonepreschool.org,steppingstonepreschool.org/,Reggio Inspired,English; Mandarin; Cantonese,2.5 - 5 yrs,
Strathcona Montessori Group Child Care,377 Keefer Street,604-569-2169,strathconamontessori@shaw.ca,montessorivancouver.com/,Montessori,English,2.5 - 5 yrs,
Sunflower Licensed Family Child Care,#101-2260 West 10th Avenue,604-739-0440,izabel.b.brazil@gmail.com,,,English; Portugese,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,St. Augustine
Sunny Child Care,,604-317-4929,,,,English; Hindi,0 - 18 mo; 19 - 36 mo,
Sunny House Licensed Family Child Care,#605 - 1050 Smithe Street,778-823-4045,salykavoosi@yahoo.com,,,English; Farsi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Sunrise In-Home Multi-Age Child Care,5638 Rupert Street,604-561-4084,ravipuri1@gmail.com,,,English; Punjabi; Hindi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Sunset Child Care Society,8064 Buscombe Street,604-325-3817,sunsetdaycarebc@gmail.com,sunsetdaycare.ca/,,English; Spanish,2.5 - 5 yrs,
Sunset Early Learning Day Program,6810 Main Street,604-718-6512,paramjeet.munday@vancouver.ca,,,English,2.5 - 5 yrs,
Sunset Out of School Care,6810 Main Street,604-718-6511,paramjeet.munday@vancouver.ca,,,English; Punjabi; Hindi,5 - 12 yrs,St. Andrews; Sexsmith; Henderson
Sunset Preschool,6810 Main Street,604-718-6512,paramjeet.munday@vancouver.ca,sunsetpreschool.com,Play Based,English; Mandarin; Hindi; Greek; Cantonese,2.5 - 5 yrs,
Sunset School Age Child Care @ Sexsmith,7410 Columbia Street,604-718-6512,sunsetsexsmith@gmail.com,,,English,5 - 12 yrs,Sexsmith
Sunshine Corner Day Care,215 East 18th Avenue,604-876-9722,sunshinecornerdaycare@gmail.com,,Religious,English; Tagalog; Mandarin; Cantonese,2.5 - 5 yrs,
Superior In-Home Multi-Age Child Care,2003 East 10th Avenue,604-565-9856,farshidmotahid@yahoo.ca,,,English; Urdu; Punjabi; Farsi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Secord
Suzy Child Care,,604-721-5445,,,,English; Farsi; Turkish,2.5 - 5 yrs,
Swamp,#101-2730 Acadia Road,604-822-5343,kidsclub@housing.ubc.ca,,,English; Cantonese,5 - 12 yrs,University Hill
Swamp Willow Preschool,1318 Cartwright Street,604-257-6997,Sandy.Galpin@vancouver.ca,,Play Based,English,2.5 - 5 yrs,
Swan Child Care,3604 Tanner Street,778-706-2000,swanchildcare.van@gmail.com,,,English,2.5 - 5 yrs,
Sweet Angels Licensed Family Child Care,5391 Culloden Street,778-991-1415,psweetangels@gmail.com,,,English; Tagalog,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Tecumseh Annex
T.O.O.S.C.S. Preschool,4020 Trafalgar Street,604-732-8220,tooscsmanager@live.ca,tooscs.org/enrollment,,English,2.5 - 5 yrs,
Tabby Kats Licensed Family Child Care,5181 Killarney Street,604-431-9974,tbready@gmail.com,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Tanpopo Child Care Inc. (Multi-Age),2 - 2105 Scarboro Avenue,236-480-0043,yuka.tanpopocc@gmail.com,tanpopochildcare.com,,English; Japanese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Tanpopo Japanese Child Care,,778-847-9234,,,,English; Japanese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Tennyson YMCA Kids Club (School Age Care on School Grounds),2650 Maple Street,604-320-5805,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English; Tagalog,5 - 12 yrs,Tennyson
Tenth Avenue Alliance Wee Care Day Care Centre,11 West 10th Avenue,604-876-3723,weecare@tenth.ca,,,English; Japanese; Tagalog; French,2.5 - 5 yrs,
The Big Playhouse,249 East 57th Avenue,604-724-0439,thebigplayhouse@outlook.com,,,English,2.5 - 5 yrs,
The Big Playhouse (Infant/Toddler),249 East 57th Avenue,236-975-1611,thebigplayhouse@outlook.com,,,English,0 - 18 mo; 19 - 36 mo,
The Big Playhouse Academy,5945 Main Street,604-690-0439,thebigplayhouse@outlook.com,thebigplayhousechildcare.ca/,,English,2.5 - 5 yrs,
The Big Playhouse Langara,88 East 46th Avenue,604-690-0439,thebigplayhouse@outlook.com,thebigplayhouse.ca/,,English,0 - 18 mo; 19 - 36 mo,
The Big Playhouse Nanaimo,2646 East 3rd Ave,604-690-0439,thebigplayhousenanaimo@outlook.com,,,English,0 - 18 mo; 19 - 36 mo,
The Big Playhouse Ontario,7721 Ontario Street,604-690-0439,thebigplayhouse@outlook.com,thebigplayhousechildcare.ca/,,English,0 - 18 mo; 19 - 36 mo,
The Children's House,6735 Salish Drive,604-269-3302,childcaresup@musqueam.bc.ca,,Play Based,English; Greek; German,2.5 - 5 yrs,
The Children's House (Infant/Toddler),6735 Salish Drive,604-269-3302,childcaresup@musqueam.bc.ca,,Play Based,English; Greek; German,0 - 18 mo; 19 - 36 mo,
The Collective Tennyson Childcare Centre (3-5 Program),2650 Maple Street,604-736-3588,amandag@kitshouse.org,,,English,2.5 - 5 yrs,
The Collective Tennyson Childcare Centre (Infant/Toddler),2650 Maple Street,604-736-3588,amandag@kitshouse.org,,,English,0 - 18 mo; 19 - 36 mo,
The Echelon Daycare Teachers Association,101 - 575 West 8th Avenue,604-874-4010,EchelonDayCare@hotmail.com,,ELL Program,English; Greek; Italian,2.5 - 5 yrs,
The Growing Grove Childcare,3685 Napier Street,672-355-3685,info@thegrowinggrovechildcare.com,thegrowinggrovechildcare.com,,English,0 - 18 mo; 19 - 36 mo,
The Montessori Children's Community,4950 Heather Street,604-261-0863,info@mtcbc-ami.org,mtcbc-ami.org/,Montessori,English,2.5 - 5 yrs,
The Otta Daycare,1308 West 48th Avenue,778-863-8963,theottadaycare@gmail.com,theottadaycare.com/,,English,2.5 - 5 yrs,
The Pace Family Program,1524 West 65th Avenue,604-266-3141,admin@thepaceprogram.ca,thepaceprogram.ca/,Play Based,English,2.5 - 5 yrs,
The Van Horne YMCA Kids Club,5855 Ontario Street,604-325-0077,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Van Horne
The Warehouse Out of School Care,2650 Slocan Street,604-254-2489,info@cityreach.org,cityreach.org/outofschoolcare,,English,5 - 12 yrs,Secord
Thrive Kids Club VCS,3496 Mons Drive,604-838-2430,admin@thrivekidsclub.ca,thrivekidsclub.ca,Montessori,English,5 - 12 yrs,Vancouver Christian School
Thunderbird YMCA Kids Club,6308 Thunderbird Blvd,604-218-4806,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Norma Rose Point
Tiggy Winkle Corner,2690 Larch Street,604-257-6993,tiggywi@gmail.com,,Play Based,English; Greek,2.5 - 5 yrs,
Tiny Little Duckies Family Child Care,784 East 62nd Avenue,604-327-7827,nayal.kumar@yahoo.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Tiny Stars Licensed Family Child Care,Unit 419 - 1267 Marinaside Crescent,604-724-6886,olivera.roncevic@novuscom.net,,,English; Serbian,0 - 18 mo; 19 - 36 mo,Elsie Roy
Tiny Teepee Child Care,,604-338-7976,,,,English; Japanese,2.5 - 5 yrs; 19 - 36 mo,
Tisdall Corner Licensed Family Child Care,5831 Tisdall Street,778-839-4163,aki.yasmin97@gmail.com,,,English; Japanese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Jamieson
Tola Licensed Family Child Care,101-1370 Davie Street,778-688-9592,slavicavancouver@yahoo.ca,,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Tomorrow's Topkids MacCorkindale Clubhouse,6080 Battison Street,778-858-9660,registration@ttk.org,,,English,5 - 12 yrs,MacCorkindale
Trafalgar Out of School Care,4020 Trafalgar Street,604-732-8220,tooscsmanager@live.ca,,,English,5 - 12 yrs,Trafalger
Trimble Group Child Care (School Age),2000 Trimble Street,604-224-1131,trimbleafterschoolcare@gmail.com,,,English; Mandarin; French,5 - 12 yrs,Our Lady of Perpetual Help; Queen Mary
Trinity Baptist Church Day Care,1460 West 49th Avenue,604-264-1192,office@tbcvancouver.ca,,Play Based,English; Tagalog; Mandarin,2.5 - 5 yrs,
Trout Lake Community Centre Preschool,3360 Victoria Drive,604-257-6974,sunny.abebe@vancouver.ca,,Play Based,English; Tagalog; Mandarin; French; Cantonese; German,2.5 - 5 yrs,
Tweety Blue Bird II,425 East 56th Avenue,778-855-9546,tweetybluebirdmain@gmail.com,,,English,2.5 - 5 yrs,
Tweety Blue Bird lll,956 East 54th Avenue,604-566-5958,tweetybluebirdmain@gmail.com,jerichoearlylearning.com/,,English,5 - 12 yrs; 2.5 - 5 yrs,
Tweety Blue Bird Multi-Age Child Care,3624 West 3rd Avenue,604-566-5958,,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Twinkle Day Care Licensed Family Child Care,417 - 1267 Marinaside Crescent,778-317-7482,,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Twinkle Star In-Home Multi Age Child Care,3676 McGill Street,604-255-8495,firdausara_begum@live.com,,,English; Bengali,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Twins Fun Time Licensed Family Child Care,4774 Joyce Street,604-446-3533,mmarilyn67@hotmail.com,,,English; Tagalog,5 - 12 yrs,St. Mary's
Two Plus Mine Child Care,,236-558-9010,,,,English; Spanish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Two's Time Occasional Care (Part-time Program),870 Denman Street,604-257-8464,christina.tucker@vancouver.ca,,,English,19 - 36 mo,
Tyee Out of School Care,3525 Dumfries Street,604-875-0293,kcooper@cedarcottage.org,,,English,5 - 12 yrs,Tyee
Uday In-Home Multi-Age Child Care,1165 E 54th Ave,236-688-9778,ashumanu249@gmail.com,,,English,2.5 - 5 yrs,Moberley
Ukkina Licensed Family Child Care,1749 Frances Street,604-605-1269,eastvanchildop@gmail.com,,,English; Japanese; Spanish; German,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Unicorn Parade Licensed Family Child Care,2 - 1154 Comox Street,604-353-1767,,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Union Gospel Mission - Eastsiders Out of School Care,616 East Cordova Street,604-253-4044,eastsidersteam@ugm.ca,,,English,5 - 12 yrs,Strathcona
Union Gospel Mission Child Care Centre,616 East Cordova Street,604-230-2019,jyu@ugm.ca,,,English,2.5 - 5 yrs,
Universe In-Home Multi-Age Child Care,3309 East 8th Avenue,604-559-2523,montessorireggio@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Thunderbird
University Hill Kinderclub (Preschool),5395 Chancellor Boulevard,604-222-0700,uhillkinderclub@yahoo.ca,,,English,2.5 - 5 yrs,
University Hill Preschool,5210 University Boulevard,604-228-8610,universityhillpreschool@gmail.com,universityhillpreschool.com,Reggio Inspired,English; Urdu; Farsi; Hindi; French,2.5 - 5 yrs,
University-Hill Kinderclub (School Age Care on School Grounds),5395 Chancellor Boulevard,604-222-0700,uhillkinderclub@yahoo.ca,,Play Based,English; French; Tamil; Portugese,5 - 12 yrs,University Hill
Vancouver Child Study Centre,949 West 49th Avenue,604-222-1943,VCSCentre@gmail.com,vancouverchildstudycentre.ca/,,English,2.5 - 5 yrs,
Vancouver Hebrew Academy,1535 West 62nd Avenue,604-266-1245,info@vhebrewacademy.com,vhebrewacademy.com,,English,5 - 12 yrs,
Vancouver Hebrew Academy Preschool,1545 West 62nd Ave,604-266-1245,vha@vhebrewacademy.com,vhebrewacademy.com/about-vha/,,English,2.5 - 5 yrs,
Vancouver Montessori Preschool,8650 Barnard Street,604-261-0315,vancouvermontessorischool@telus.net,,Montessori,English; Spanish; Mandarin; French,2.5 - 5 yrs,
Weir YMCA Kids Club,2900 East 44th Avenue,604-306-6951,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Weir
Wesbrook Preschool,4405 West 8th Avenue,604-224-3112,info@wesbrookpreschool.com,wesbrookpreschool.com,Play Based,English; Serbo-Croatian,2.5 - 5 yrs,
Wesbrook YMCA Kids Club,3335 Webber Lane,604-218-5754,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Norma Rose Point
West End Kids Care,870 Denman Street,604-257-8321,christina.tucker@vancouver.ca,,,English,5 - 12 yrs,Roberts Annex; Roberts
West Point Grey Academy Group Child Care,4125 West 8th Avenue,604-222-8750,info@wpga.ca,wpga.ca,Play Based 105,English; Spanish; Mandarin; French,2.5 - 5 yrs,
West Point Grey Academy School Age Care (School Age Care on School Grounds),4125 West 8th Avenue,604-222-8750,info@wpga.ca,wpga.ca,,English,5 - 12 yrs,West Point Grey Academy
West Point Grey Community Centre,4397 West 2nd Avenue,604-257-8140,andrea.mah@vancouver.ca,,,English,2.5 - 5 yrs,
West Point Grey Under Three Day Care,1708 West 16th Avenue,604-568-9002,westpointgreydaycare@yahoo.com,,Reggio Inspired,English,19 - 36 mo,
Westbridge Montessori Academy Ltd.,2490 West 37th Avenue,778-887-1061,,,Montessori,English,2.5 - 5 yrs,
Westgate Montessori School Ltd.,3489 West 31st Avenue,604-221-9300,info@westgatemontessori.com,westgatemontessori.com,Montessori,English,2.5 - 5 yrs,
Westside Montessori Academy,668 East 20 Avenue,604-434-9611,info@westsidemontessoriacademy.ca,westsidemontessoriacademy.ca/,Montessori,English,2.5 - 5 yrs,
Westside Montessori School (2011) Ltd.,4157 Oak Street,604-731-6594,staff@westsidemontessori.ca,,Montessori,English; French,2.5 - 5 yrs,
Willowbrae Academy River District (Infant/Toddler),200 & 300-8543 River District Crossing,672-971-9010,riverdistrictvan@willowbraechildcare.com,willowbraechildcare.com,,English,0 - 18 mo; 19 - 36 mo,
Willowbrae Academy River District Young Scholars 1,200 & 300-8543 River District Crossing,672-971-9010,riverdistrictvan@willowbraechildcare.com,willowbraechildcare.com,,English,2.5 - 5 yrs,
Willowbrae Academy River District Young Scholars 2,200 & 300-8543 River District Corssing,672-971-9010,riverdistrictvan@willowbraechildcare.com,willowbraechildcareriverdistrictvan.com/,,English,2.5 - 5 yrs,
Wind and Tide Child Development Centre - Broadway,2700 East Broadway,604-255-8018,admin@windandtide.com,windandtide.com,,English,2.5 - 5 yrs,
Wurzelkinder Licensed Family Child Care,7042 Nanaimo Street,604-325-2230,manuelapatzel@gmail.com,,,English; German,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Xland Montessori Learning Center,4492 Arbutus Street,778-869-8583,xlandmontessori@gmail.com,,Montessori,English,2.5 - 5 yrs,
Yaletown Play to Learn Licensed Family Child Care,#412-1267 Marinaside Crescent,604-805-3825,magdanikolic032@yahoo.ca,,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Young Stars In-Home Multi-Age Child Care,5839 Montgomery Street,604-889-0795,diptipatel19@gmail.com,,,English; Punjabi; Hindi,5 - 12 yrs; 2.5 - 5 yrs; 19 - 36 mo,
YWCA Crabtree Corner Early Learning And Care Centre (3-5 GDC),533 East Hastings Street,604-216-1655,mikeda@ywcavan.org,ywcavan.org,,English,2.5 - 5 yrs,
YWCA Crabtree Corner Early Learning And Care Centre (Infant/Toddler),533 East Hastings Street,604-216-1655,mikeda@ywcavan.org,ywcavan.org,,Spanish,0 - 18 mo; 19 - 36 mo,
Zina's Child Care,,778-238-2761,,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo; Powered by TCPDF (www.tcpdf.org),
