Program Name,Program Type,Location,Phone,Email,Website,Languages,Age Groups,Curriculum,Schools Served
Norquay School Age Child Care Centre,Group Care School Age,4710 Slocan Street,604-435-0323,AMerton@cnh.bc.ca,,English,5 - 12 yrs,Play Based,Norquay
North Creek Montessori Preschool,Preschool (30mths - School Age),108-1500 Howe Street,604-687-6701,info@lionsgatemontessori.org,http://www.lionsgatemontessori.org/,English; Mandarin,2.5 - 5 yrs,Montessori,
Oakridge Montessori Children's Learning Centre,Group Daycare (30mths - School Age),7190 Oak Street,604-263-1686,oakridgemontessoriadmin@shaw.ca,http://oakridgemontessori.com/,English; Spanish; French,2.5 - 5 yrs,Montessori,
Oakridge Montessori Children’s Learning Centre,Group Daycare (30mths - School Age),619 West 45th Avenue,604-564-6460,llaadmin@shaw.ca,,English,2.5 - 5 yrs,Montessori,
Oasis Montessori Academy,Group Daycare (30mths - School Age),655 West 8th Avenue,604-928-0951,montessoricare@yahoo.ca,,English,2.5 - 5 yrs,Montessori,
Oh! Petits Pieds Child Care,Registered License-Not-Required Child Care,"St. Catherines St., East 8th Avenue",778-814-5284,,,English; French; Arabic,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Orca Rising School Age Care,Group Care School Age,2330 East 37th Avenue,604-324-6212,jeanete.wong@southvan.org,,English,5 - 12 yrs,,Cunningham
Orchid Licensed Family Child Care,Licensed Family Child Care,789 East 14th Avenue,778-737-8521,orchidvancouver@yahoo.com,,English; Tagalog; Cantonese,5 - 12 yrs; 0 - 18 mo; 19 - 36 mo,,Nightingale
Osprey - Out of School Care,Group Care School Age,#4406 - 6133 University Blvd,604-822-5343,childcare@housing.ubc.ca,,English,5 - 12 yrs,,University Hill
Our House Child Care Centre,Group Daycare (30mths - School Age),123 West 16th Avenue,604-707-0311,mountpleasantcc@vancouver.ca,,English,2.5 - 5 yrs,,
Our House Child Care Centre - Occasional Child Care,Occasional Child Care,123 West 16th Avenue,604-707-0311,,,English; Spanish; French,2.5 - 5 yrs,Play Based,
Our House Preschool,Preschool (30mths - School Age),123 West 16th Avenue,604-707-0311,rebecca.hachey@vancouver.ca,http://www.mountpleasantcc.ca/,English,2.5 - 5 yrs,Emergent/Play Based,
Our Lady of Perpetual Help Junior Kindergarten,Group Daycare (30mths - School Age),2550 Camosun Street,604-228-8811,jrkindergarten@olphbc.ca,,English,2.5 - 5 yrs,,
Our Lady of Perpetual Help Parish Preschool,Preschool (30mths - School Age),2550 Camosun Street,604-221-0002,jrkindergarten@olphbc.ca,,English; Italian,2.5 - 5 yrs,Reggio Inspired,
Our Lady of Sorrows Childcare (Group Child Care - School Age),Group Care School Age,575 Slocan Street,604-254-2434,office@myolosschool.com,https://ourladyofsorrows.ca/,English,5 - 12 yrs,,Our Lady of Sorrows
Our Lady of Sorrows Preschool,Preschool (30mths - School Age),575 Slocan Street,604-253-2434,preschool@myolosschool.com,,English; Italian,2.5 - 5 yrs,Religious,
Pacific Spirit Out-of-School Child Care Centre,Group Care School Age,5580 (C) Osoyoos Cresent,604-822-5343,childcare@housing.ubc.ca,,English,5 - 12 yrs,,Norma Rose Point
Panda Licensed Family Child Care,Licensed Family Child Care,#302-2260 West 10th Avenue,604-727-7269,,,English; Polish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Pebbles & Piaget Early Learning Kingsway,Group Daycare (30mths - School Age),3550 Kingsway,604-620-3121,kingsway@pebblesandpiaget.ca,http://www.pebblesandpiaget.ca/,English,2.5 - 5 yrs,,
Pebbles & Piaget Early Learning Kingsway (Infant/Toddler),Group Daycare (under 36 mths),3550 Kingsway,604-620-3121,kingsway@pebblesandpiaget.ca,http://www.pebblesandpiaget.ca/,English,0 - 18 mo; 19 - 36 mo,,
Pebbles & Piaget Early Learning Kingsway ll,Group Daycare (30mths - School Age),3528 Kingsway,604-620-3121,kingsway@pebblesandpiaget.ca,http://www.pebblesandpiaget.ca/,English,2.5 - 5 yrs,,
Peninsula Montessori Academy Fraser,Group Daycare (30mths - School Age),3456 Fraser Street,778-994-1288,info@peninsulama.com,,English,2.5 - 5 yrs,Montessori,
Peninsula Montessori Academy Oak,Group Daycare (30mths - School Age),989 West 28th Avenue,778-994-1288,info@peninsulama.com,https://peninsulama.com/locations,English,2.5 - 5 yrs,Montessori,
Philip's Licensed Family Child Care,Licensed Family Child Care,6111 Victoria Drive,604-301-9869,lagunzad101@hotmail.com,,English; Tagalog,0 - 18 mo; 19 - 36 mo,,Tecumseh
Piccola Casa Licensed Family Child Care,Licensed Family Child Care,133 West 1st Avenue,604-306-5303,piccolacasa.vesna@gmail.com,,English; Serbian; Croatian; Bosnian,2.5 - 5 yrs; 19 - 36 mo,Play Based,
Pink and Blue Licensed Family Child Care,Licensed Family Child Care,562 East 16th Avenue,604-879-6799,mang.k56@gmail.com,,English; Punjabi; Hindi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Play and Learn Montessori In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,34 East 46th Avenue,778-996-8019,gurmichael@yahoo.ca,,English; Russian; Ukrainian,2.5 - 5 yrs,Montessori,
Play Play Play In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,6763 Butler Street,778-881-5133,lisaliudreams@gmail.com,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Play to Learn Children's Centre Licensed Family Child Care,Licensed Family Child Care,3932 West 16th Avenue,604-346-5431,georgia@playtolearncenters.ca,,English,2.5 - 5 yrs,,
Plum Treehouse In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,3530 West 42nd Ave,236-863-3791,lusuyan1212@gmail.com,,English; Mandarin,5 - 12 yrs; 2.5 - 5 yrs,,Kerrisdale Annex; Kerrisdale
Pooh Corner Day Care Centre - Over Three,Group Daycare (30mths - School Age),975 Lagoon Drive,604-684-9734,info@poohcornerdaycare.com,http://www.poohcornerdaycare.com/,English; Japanese; French; German,2.5 - 5 yrs,Reggio Inspired,
Pooh Corner Day Care Centre - Toddler Program,Group Daycare (under 36 mths),975 Lagoon Drive,604-684-9734,info@poohcornerdaycare.com,http://www.poohcornerdaycare.com/,English; Japanese; French; German,19 - 36 mo,Reggio Inspired,
Poppins Preschool,Preschool (30mths - School Age),6470 Victoria Drive,604-324-6212,candice.leung@southvan.org,,English; Mandarin; Urdu; Punjabi; Hindi; Cantonese,2.5 - 5 yrs,Play Based,
Pre-Maternelle Pomme d'Api,Preschool (30mths - School Age),2190 East 44th Avenue,604-800-1197,registrar@pommedapi.org,http://www.pommedapi.org/,English; French,2.5 - 5 yrs,French Immers,
Precious Moments Licensed Family Child Care,Licensed Family Child Care,#1-1160 Comox Street,604-325-1312,,,English; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,Thunderbird
Pro Tot House Inc. (Multi-Age),Multi-Age Child Care,5488 Elm Street,604-763-3333,,https://protothouse.weebly.com/,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
ProjectKIDS Out of School Care,Group Care School Age,2465 Crown Street,236-518-1663,info@projectpeoplehub.ca,http://www.projectpeoplehub.ca/,English,5 - 12 yrs,,Our Lady of Perpetual Help
Promise Vancouver Group Child Care,Group Care School Age,805 East Pender Street (Ukrainian Cultural Centre - Lower Hall),604-800-4783,connect@promisevancouver.ca,https://promisevancouver.ca/after-school-care/,English,5 - 12 yrs,,Strathcona
Quadra Child Care,Group Daycare (30mths - School Age),4315 West 6th Avenue,604-224-5911,alice_pennington@telus.net,,English; Tagalog; Hindi; Cantonese; Hebrew,2.5 - 5 yrs,Play Based,
Quail Cottage Child Care,Registered License-Not-Required Child Care,Blenheim Street and West 41st Avenue,250-216-8560,,,English,2.5 - 5 yrs,,
Queen Alexandra Out of School Care,Group Care School Age,1300 East Broadway,604-713-4468,queenalex@cedarcottage.org,,English; Tagalog,5 - 12 yrs,,Queen Alexandra
Rain or Shine Child Care Centre (Multi-Age),Multi-Age Child Care,3289 Matapan Crescent,604-258-6593,rainorshinefamilychildcare@gmail.com,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Rainbow Child Care,Registered License-Not-Required Child Care,Robson Street and Cardero Street,778-681-4161,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
RainbowDay Licensed Family Child Care,Licensed Family Child Care,#207-228 East 7th Avenue,236-777-6751,rainbowday4u@yahoo.com,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Raise N' Rise Childcare Centre In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,3538 Napier Street,236-971-3788,raise.n.rise3538@gmail.com,,English,5 - 12 yrs; 2.5 - 5 yrs,,
RAMO Childcare Centre,Group Daycare (under 36 mths),4895 Mackenzie St,604-365-8128,,,English,0 - 18 mo; 19 - 36 mo,,
Reach for the Stars Montessori Learning Academy IV,Group Daycare (30mths - School Age),2343 Arbutus Street,604-688-7827,reachforthestars@telus.net,,English,2.5 - 5 yrs,Montessori,
Reach for the Stars Montessori Learning Academy ll,Group Daycare (30mths - School Age),3606 Nanaimo Street,604-688-7827,reachforthestars@telus.net,,English; Tagalog,2.5 - 5 yrs,Montessori,
Reach for the Stars Montessori lll,Preschool (30mths - School Age),3085 Main Street,604-688-7827,reachforthestars@telus.net,,English,2.5 - 5 yrs,Montessori,
Red Apple Montessori In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,1030 East 55th Avenue,778-829-8752,shuya_han@yahoo.com,,English; Mandarin; Cantonese,2.5 - 5 yrs; 19 - 36 mo,Montessori,
Renfrew Park Community Centre Out of School Care,Group Care School Age,2929 East 22nd Avenue,604-257-8388,childcaremanager@renfrewcc.com,,English,5 - 12 yrs,,Nootka
Renfrew Park Community Centre Preschool,Preschool (30mths - School Age),2929 East 22nd Avenue,604-257-8391,Renfrew.Preschool@vancouver.ca,,English; Spanish; Mandarin; Cantonese,2.5 - 5 yrs,Play Based,
Renfrew School Age Child Care Centre,Group Care School Age,3315 East 22 Avenue,604-431-6863,AMerton@cnh.bc.ca,,English,5 - 12 yrs,,Renfrew
Reni's Happy Place Licensed Family Child Care,Licensed Family Child Care,#1104 - 840 Broughton Street,778-707-2878,renib73@hotmail.com,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Riley Park Preschool,Preschool (30mths - School Age),4575 Clancy Loranger Way,604-257-8652,michelle.noel@vancouver.ca,,English,2.5 - 5 yrs,Play Based,
Rising Sun Montessori Daycare,Group Daycare (30mths - School Age),4306 Victoria Drive,604-568-6889,risingsunmontessori@hotmail.com,,English,2.5 - 5 yrs,Montessori,
Robert Lee YMCA Kids Club,Group Care School Age,955 Burrard Street,604-652-2420,ymcakidsclubs@bc.ymca.ca,http://gv.ymca.ca/,English,5 - 12 yrs,,Roberts Annex
Roberts Annex YMCA Kids Club,Group Daycare (30mths - School Age),1150 Nelson Street,672-377-3319,ymcakidsclubs@bc.ymca.ca,http://gv.ymca.ca/,English,5 - 12 yrs,,Roberts Annex
Royal Academy,Group Daycare (30mths - School Age),3695 Moscrop St,778-322-0288,ccaachildcare@gmail.com,https://www.royaleducation.ca/,English,2.5 - 5 yrs,,
Rupert YMCA Kids Club (School Age Care on School Grounds),Group Care School Age,3150 Kitchener Street,604-218-3426,ymcakidsclubs@bc.ymca.ca,http://gv.ymca.ca/,English,5 - 12 yrs,,Wakwanas ta syaqwam (Begbie)
Sandy's Licensed Family Child Care,Licensed Family Child Care,163 West 1st Avenue,604-877-1987,talary@novuscom.net,,English,5 - 12 yrs; 2.5 - 5 yrs; 19 - 36 mo,,
Saw-whet Out-of-School Child Care Centre,Group Care School Age,2850 A Salmo Ct,604-822-5343,childcare@housing.ubc.ca,,English,5 - 12 yrs,,Norma Rose Point
Scuola d'Infanzia l'albero Magico,Group Daycare (30mths - School Age),3075 Slocan Street,604-430-3337,edda@iccvancouver.ca,,English,2.5 - 5 yrs,,
Season Explorations Childcare,Group Daycare (under 36 mths),4534 Gladstone,778-316-6111,suizhong6994@gmail.com,,English,0 - 18 mo; 19 - 36 mo,,
Secord Out of School Care,Group Care School Age,2500 Lakewood Drive,604-874-4231,kcooper@cedarcottage.org,,English,5 - 12 yrs,,Secord
Seksik Early Care and Learning Centre,Group Daycare (30mths - School Age),570 East Cordova Street,604-215-1851,seksik@atira.bc.ca,https://atira.bc.ca/,English,2.5 - 5 yrs,,
Seksik Early Care and Learning Centre,Group Daycare (under 36 mths),570 East Cordova Street,604-215-1851,seksik@atira.bc.ca,https://atira.bc.ca/,English,0 - 18 mo; 19 - 36 mo,,
Selkirk Out of School Care (School Age on School Grounds),Group Care School Age,1750 East 22nd Avenue,604-876-2044,selkirk@cedarcottage.org,,English; Japanese; Punjabi,5 - 12 yrs,,Selkirk Annex; Selkirk; Kingsford-Smith
Service de Garde La Marelle,Group Care School Age,590 West 65th Avenue,604-999-6914,info@sdglescolibris.ca,,English,5 - 12 yrs,,Ecole des Colibris
Service De Garde Le Parasol (School Age Care on School Grounds),Group Care School Age,7051 Killarney Street,604-999-1843,parasol@apeah.net,,English; French,5 - 12 yrs,,Anne Hebert
Service de Garde Le Petit Jardin,Group Care School Age,2882 East 4th Avenue,778-877-3030,ecole_norvalmorrisseau@csf.bc.ca,,English; French,5 - 12 yrs,,Norval-Morrisseau
Service de Garde Les Aventuriers,Group Care School Age,4275 Crown Street,236-992-7149,,,English; French,5 - 12 yrs,,
Service De Garde Les Copains,Group Care School Age,5445 Baillie Street,778-239-9027,info@sdglescopains.com,http://www.sdglescopains.ca/,English; French,5 - 12 yrs,,Rose Des Vents
Sexsmith Community Preschool,Preschool (30mths - School Age),7410 Columbia Street,604-324-6355,preschoolsexsmith@gmail.com,http://www.sexsmithpreschool.com/,English; French,2.5 - 5 yrs,Play Based,
Shannon Day Care Centre - Over Three,Group Daycare (30mths - School Age),#290-1200 West 73rd Avenue,604-263-3421,ShannonDaycare@telus.net,http://www.shannondaycare.com/,English; Mandarin,2.5 - 5 yrs,,
Shannon Day Care Centre - Toddler Program,Group Daycare (under 36 mths),290-1200 West 73rd Avenue,604-263-3421,ShannonDaycare@telus.net,,English; Mandarin,19 - 36 mo,,
Shaughnessy Heights Early Learning Centre,Group Daycare (30mths - School Age),1550 West 33rd Avenue,604-261-6711,info@shelcs.com,,English; Spanish; Tagalog; Mandarin; Hindi; Greek; French; Cantonese; Filipino,2.5 - 5 yrs,Play Based,
Shaughnessy Heights Out of School Care,Group Care School Age,1550 West 33rd Avenue,604-261-6711,info@shelcs.com,,English; Spanish; Tagalog; Mandarin; Hindi; Greek; French; Cantonese,5 - 12 yrs,,Shaughnessy
Shaughnessy Point Grey Out of School Society SPG (School Age Care on School Grounds),Group Care School Age,5300 Maple Street,604-261-0515,spgoutofschoolcare@gmail.com,,English; German,5 - 12 yrs,,Quilchena
Shining Smile Childcare Centre,Group Daycare (under 36 mths),3976 West 38th Avenue,604-269-6606,unigeeducation@gmail.com,https://www.shiningsmilechildcare.ca/,English,0 - 18 mo; 19 - 36 mo,,
Shining Smile Childcare Centre (Multi-Age),Multi-Age Child Care,4749 Osler Street,778-387-7768,pengli-0214@hotmail.com,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Shining Smile Group Child Care,Group Daycare (under 36 mths),2 - 2325 West 21st Avenue,778-855-7855,unigeeducation@gmail.com,,English,0 - 18 mo; 19 - 36 mo,,
Shiny Days Licensed Family Child Care,Licensed Family Child Care,#304-1205 Howe Street,604-970-9391,nazari_talebi@yahoo.com,,English; Farsi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Silver Moon Childcare and Early Learning Centre,Multi-Age Child Care,2771 East 27th Avenue,778-867-4226,nilushakya@yahoo.com,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Singing Frog Aboriginal Head Start Preschool,Preschool (30mths - School Age),2150 McLean Drive,604-253-5388,coordinator@sf.acc-society.bc.ca,,English,2.5 - 5 yrs,Play Based,
Small House Licensed Family Child Care,Licensed Family Child Care,#112 - 633 West 8th Avenue,604-760-4009,childshouse0@gmail.com,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Small Wonderland Licensed Family Child Care,Licensed Family Child Care,#106-1220 Cardero Street,604-669-8486,valentinanikolic@yahoo.com,,English; Serbian,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,Roberts
Smiley Daycare,Group Daycare (under 36 mths),77 Malta Place,604-416-5050,Smileydaycareltd@gmail.com,,English,0 - 18 mo; 19 - 36 mo,,
Smiley Daycare Boundary,Group Daycare (under 36 mths),1133 Boundary Road,604-416-5051,smileydaycareltd@gmail.com,,English,0 - 18 mo; 19 - 36 mo,,
Snowflake Licensed Family Child Care,Licensed Family Child Care,458 East 53rd Avenue,778-855-3420,sukjeetrohilla@hotmail.com,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Societe de la Garderie V’la L’Bon Vent,Group Daycare (30mths - School Age),5445 Baillie Street,604-653-7622,inscriptions@prematernellevbv.com,,English; Spanish; French,2.5 - 5 yrs,Parent Involvement,
South Van NBH House Out of School Care,Group Care School Age,6470 Victoria Drive,604-324-6212,jeanette@southvan.org,,English; Tagalog; Mandarin; Punjabi; Hindi; French; Cantonese; Vietnamese,5 - 12 yrs,,Tecumseh; Fleming; Waverley; Cunningham
South Vancouver Community Montessori Daycare,Group Daycare (30mths - School Age),2325 East 54th Avenue,604-568-1515,lucytwinklestar@hotmail.com,,English,2.5 - 5 yrs,Montessori,
Spare Time Bobolink,Group Care School Age,2421 Scarboro Avenue,604-325-5733,info@sparetimesociety.org,http://www.sparetimesociety.org/,English; Cantonese,5 - 12 yrs,,Oppenheimer
Spare Time Challenge Club,Group Care School Age,6901 Elliott Street,604-325-1010,info@sparetimesociety.org,http://www.sparetimesociety.org/,English,5 - 12 yrs,,Kingsford-Smith
Spare Time Clubhouse,Group Care School Age,4251 Ontario Street,604-875-1818,info@sparetimesociety.org,http://www.sparetimesociety.org/,English,5 - 12 yrs,,Wolfe
Spare Time Connection,Group Care School Age,315 East 23rd Avenue,604-875-1331,cindy@sparetimesociety.org,http://www.sparetimesociety.org/,English,5 - 12 yrs,,Livingston
Spare Time Fun Centre (School Age Care on School Grounds),Group Care School Age,1338 West 67th Avenue,604-261-6612,info.stfc.childcare@gmail.com,http://www.sparetimefuncentre.com/,English,5 - 12 yrs,,Lloyd George; Maple Grove
Spare Time Fun Centre Preschool,Preschool (30mths - School Age),202-8585 Hudson Street,604-830-4766,info.stfc.childcare@gmail.com,https://www.sparetimefuncentre.com/,English; Mandarin; Cantonese,2.5 - 5 yrs,,Lloyd George
Spare Time II,Group Care School Age,7350 Laurel Street,604-713-4930,sparetimeii@sparetimesociety.org,http://www.sparetimesociety.org/,English,5 - 12 yrs,,Laurier
Spare Time Treehouse,Preschool (30mths - School Age),315 East 23rd Avenue,604-875-1332,alona@sparetimesociety.org,http://www.sparetimesociety.org/,English,2.5 - 5 yrs,,
Sprouts Learning Academy,Group Daycare (30mths - School Age),4000 West 41 Avenue,604-454-8369,info@sproutsacademy.ca,http://www.sproutsacademy.ca/,English,2.5 - 5 yrs,,
SSOCC Southlands Multi-age Daycare,Multi-Age Child Care,6426 Dunbar Street,604-362-7928,registration@alderwoodhouse.com,http://alderwoodhouse.com/,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
St. Casimir's Day Care Centre,Group Daycare (30mths - School Age),4255 Inverness Street,604-876-1156,kasiab@telus.net,,English; Mandarin; Cantonese; Polish,2.5 - 5 yrs,Play Based,
St. Francis of Assisi Preschool,Preschool (30mths - School Age),2025 Napier Street,604-255-9839,preschool@sfaschool.ca,http://www.sfaschool.ca/,English; Italian,2.5 - 5 yrs,Religious,
St. Francis Xavier Montessori Child Care Centre - Daycare,Group Daycare (30mths - School Age),428 Great Northern Way,604-254-2714 117,sfxchildcarecentre@gmail.com,,English,2.5 - 5 yrs,Montessori,
St. Francis Xavier Montessori Preschool,Preschool (30mths - School Age),428 Great Northern Way,604-254-2714 ext.117,sfxchildcarecentre@gmail.com,,English; Mandarin; Cantonese,2.5 - 5 yrs,Montessori,
St. Giles Preschool,Preschool (30mths - School Age),3737 West 27th Ave,604-325-0114,,http://stgilespreschool.ca/about/,English,2.5 - 5 yrs,,
St. James Day Care Center,Group Daycare (30mths - School Age),3214 West 10th Avenue,604-733-1821,teachers@stjamesdaycare.com,http://www.stjamesdaycare.com/,English; Japanese; Cantonese,2.5 - 5 yrs,Play Based,
St. John's Preschool,Group Daycare (30mths - School Age),2215 West 10th Avenue,604-732-4434,admissions@stjohns.bc.ca,,English,2.5 - 5 yrs,,
St. Patrick's Preschool,Preschool (30mths - School Age),2850 Quebec Street,604-879-4411,rachelreade@spev.ca,,English,2.5 - 5 yrs,Play Based,
St. Patrick's School After School Care,Group Care School Age,2850 Quebec Street,604-879-4411,josephinecabanting@spev.ca,https://spev.ca/,English,5 - 12 yrs,Religious,St. Patrick's
Star Child Care,Registered License-Not-Required Child Care,Oxford Street and North Skeena Street,604-251-3550,,,English; Urdu; Punjabi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Starlet Academy In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,2135 Newport Avenue,236-869-1331,starlet.daycare@gmail.com,,English,2.5 - 5 yrs,,
Stellers Jay Academy (3-5 Program),Group Daycare (30mths - School Age),8280 Ross Street,604-325-1300,info@stellersjayacademy.com,https://stellersjayacademy.com/,English,2.5 - 5 yrs,,
Stellers Jay Academy (Infant/Toddler),Group Daycare (under 36 mths),8280 Ross Street,604-325-1300,info@stellersjayacademy.com,https://stellersjayacademy.com/,English,0 - 18 mo; 19 - 36 mo,,
Stepping Stone Preschool,Preschool (30mths - School Age),7284 Cypress Street,604-261-4315,admin@steppingstonepreschool.org,https://www.steppingstonepreschool.org/,English; Mandarin; Cantonese,2.5 - 5 yrs,Reggio Inspired,
Strathcona Montessori Group Child Care,Group Daycare (30mths - School Age),377 Keefer Street,604-569-2169,strathconamontessori@shaw.ca,https://montessorivancouver.com/,English,2.5 - 5 yrs,Montessori,
Sunflower Licensed Family Child Care,Licensed Family Child Care,#101-2260 West 10th Avenue,604-739-0440,izabel.b.brazil@gmail.com,,English; Portugese,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,St. Augustine
Sunny Child Care,Registered License-Not-Required Child Care,Bute Street and Jervis Street,604-317-4929,,,English; Hindi,0 - 18 mo; 19 - 36 mo,,
Sunny House Licensed Family Child Care,Licensed Family Child Care,#605 - 1050 Smithe Street,778-823-4045,salykavoosi@yahoo.com,,English; Farsi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Sunrise In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,5638 Rupert Street,604-561-4084,ravipuri1@gmail.com,,English; Punjabi; Hindi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Sunset Child Care Society,Group Daycare (30mths - School Age),8064 Buscombe Street,604-325-3817,sunsetdaycarebc@gmail.com,http://sunsetdaycare.ca/,English; Spanish,2.5 - 5 yrs,,
Sunset Early Learning Day Program,Group Daycare (30mths - School Age),6810 Main Street,604-718-6512,paramjeet.munday@vancouver.ca,,English,2.5 - 5 yrs,,
Sunset Out of School Care,Group Care School Age,6810 Main Street,604-718-6511,paramjeet.munday@vancouver.ca,,English; Punjabi; Hindi,5 - 12 yrs,,St. Andrews; Sexsmith; Henderson
Sunset Preschool,Preschool (30mths - School Age),6810 Main Street,604-718-6512,paramjeet.munday@vancouver.ca,http://www.sunsetpreschool.com/,English; Mandarin; Hindi; Greek; Cantonese,2.5 - 5 yrs,Play Based,
Sunset School Age Child Care @ Sexsmith,Group Care School Age,7410 Columbia Street,604-718-6512,sunsetsexsmith@gmail.com,,English,5 - 12 yrs,,Sexsmith
Sunshine Corner Day Care,Group Daycare (30mths - School Age),215 East 18th Avenue,604-876-9722,sunshinecornerdaycare@gmail.com,,English; Tagalog; Mandarin; Cantonese,2.5 - 5 yrs,Religious,
Superior In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,2003 East 10th Avenue,604-565-9856,farshidmotahid@yahoo.ca,,English; Urdu; Punjabi; Farsi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,Secord
Suzy Child Care,Registered License-Not-Required Child Care,Balsam Street and West 2nd Avenue,604-721-5445,,,English; Farsi; Turkish,2.5 - 5 yrs,,
Swamp,Group Care School Age,#101-2730 Acadia Road,604-822-5343,kidsclub@housing.ubc.ca,,English; Cantonese,5 - 12 yrs,,University Hill
Swamp Willow Preschool,Preschool (30mths - School Age),1318 Cartwright Street,604-257-6997,Sandy.Galpin@vancouver.ca,,English,2.5 - 5 yrs,Play Based,
Swan Child Care,Group Daycare (30mths - School Age),3604 Tanner Street,778-706-2000,swanchildcare.van@gmail.com,,English,2.5 - 5 yrs,,
Sweet Angels Licensed Family Child Care,Licensed Family Child Care,5391 Culloden Street,778-991-1415,psweetangels@gmail.com,,English; Tagalog,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,Tecumseh Annex
T.O.O.S.C.S. Preschool,Preschool (30mths - School Age),4020 Trafalgar Street,604-732-8220,tooscsmanager@live.ca,https://www.tooscs.org/enrollment,English,2.5 - 5 yrs,,
Tabby Kats Licensed Family Child Care,Licensed Family Child Care,5181 Killarney Street,604-431-9974,tbready@gmail.com,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Tanpopo Child Care Inc. (Multi-Age),Multi-Age Child Care,2 - 2105 Scarboro Avenue,236-480-0043,yuka.tanpopocc@gmail.com,http://www.tanpopochildcare.com/,English; Japanese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Tanpopo Japanese Child Care,Registered License-Not-Required Child Care,Montcalm Street and West 70th Avenue,778-847-9234,,,English; Japanese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Tennyson YMCA Kids Club (School Age Care on School Grounds),Group Care School Age,2650 Maple Street,604-320-5805,ymcakidsclubs@bc.ymca.ca,https://gv.ymca.ca/,English; Tagalog,5 - 12 yrs,,Tennyson
Tenth Avenue Alliance Wee Care Day Care Centre,Group Daycare (30mths - School Age),11 West 10th Avenue,604-876-3723,weecare@tenth.ca,,English; Japanese; Tagalog; French,2.5 - 5 yrs,,
The Big Playhouse,Group Daycare (30mths - School Age),249 East 57th Avenue,604-724-0439,thebigplayhouse@outlook.com,,English,2.5 - 5 yrs,,
The Big Playhouse (Infant/Toddler),Group Daycare (under 36 mths),249 East 57th Avenue,236-975-1611,thebigplayhouse@outlook.com,,English,0 - 18 mo; 19 - 36 mo,,
The Big Playhouse Academy,Group Daycare (30mths - School Age),5945 Main Street,604-690-0439,thebigplayhouse@outlook.com,http://thebigplayhousechildcare.ca/,English,2.5 - 5 yrs,,
The Big Playhouse Langara,Group Daycare (under 36 mths),88 East 46th Avenue,604-690-0439,thebigplayhouse@outlook.com,https://thebigplayhouse.ca/,English,0 - 18 mo; 19 - 36 mo,,
The Big Playhouse Nanaimo,Group Daycare (under 36 mths),2646 East 3rd Ave,604-690-0439,thebigplayhousenanaimo@outlook.com,,English,0 - 18 mo; 19 - 36 mo,,
The Big Playhouse Ontario,Group Daycare (under 36 mths),7721 Ontario Street,604-690-0439,thebigplayhouse@outlook.com,http://thebigplayhousechildcare.ca/,English,0 - 18 mo; 19 - 36 mo,,
